No,Nama Lengkap,Prodi,Jenis Kelamin,Jarak Tempat Tinggal kekampus (Km),Asal Sekolah,Tahun Lulus,SKS,Ikut Organisasi,Ikut UKM,IPK,Pekerjaan Orang Tua,Penghasilan,Tanggungan,Status Beasiswa,,,,,,,,,,,
508,SITI HAFIDATUL KHOIRIYAH,S1 Farmasi | Reguler,P,Dekat,SMA N 1 KOTA AGUNG,2020,24,Tidak,Ikut,3.53,PNS,Tinggi,4,Tidak,,,,,,,,,,,
509,RISKI NOVIA AMALIA,S1 Farmasi | Reguler,P,Jauh,SMK HAMPAR BAIDURI,2020,24,Tidak,Ikut,3.4,Pensiunan,Rendah,4,Tidak,,,,,,,,,,,
510,VINCI PUTRI UTAMI,S1 Farmasi | Reguler,P,Dekat,SMA NEGRI 1 AMBARAWA,2020,24,Tidak,Ikut,3.59,Petani,Sedang,2,Tidak,,,,,,,,,,,
511,PRENGKI SANJAYA,S1 Farmasi | Reguler,L,Jauh,MAN 3 PALEMBANG,2020,24,Tidak,Ikut,3.58,Wiraswasta,Sedang,3,Tidak,,,,,,,,,,,
512,SINTIA FEBI LIANA,S1 Farmasi | Reguler,P,Jauh,SMAN 1 TUMUJAJAR,2020,24,Tidak,Ikut,3.07,Karyawan Swasta,Rendah,1,Tidak,,,,,,,,,,,
513,SITI RODIATUN,S1 Farmasi | Reguler,P,Jauh,SMK NEGERI 2 METRO,2020,24,Tidak,Ikut,3.45,PNS,Tinggi,2,Tidak,,,,,,,,,,,
514,AMELYA KURNIAWATI,S1 Farmasi | Reguler,P,Dekat,SMK AL QOLAM KOTA AGUNG,2020,23,Tidak,Ikut,3.46,Karyawan Swasta,Tinggi,2,Tidak,,,,,,,,,,,
515,ADES DHANISA,S1 Farmasi | Reguler,P,Dekat,SMAN 15 BANDAR LAMPUNG,2020,23,Tidak,Ikut,3.74,Wiraswasta,Tinggi,3,Tidak,,,,,,,,,,,
516,DESI ROHMAWATI,S1 Farmasi | Reguler,P,Dekat,SMAN 01 PARDASUKA,2019,23,Tidak,Ikut,3.39,Wiraswasta,Sedang,2,Tidak,,,,,,,,,,,
517,ANNISA ADELLA PUTRI,S1 Farmasi | Reguler,P,Dekat,SMA N 01 AIR NANINGAN,2020,23,Tidak,Ikut,3.22,Wiraswasta,Tinggi,2,Tidak,,,,,,,,,,,
518,INKA ALIA FADILLA,S1 Farmasi | Reguler,P,Jauh,SMAN 1 SUKOHARJO,2020,23,Tidak,Ikut,3.13,Karyawan Swasta,Tinggi,2,Tidak,,,,,,,,,,,
519,DEWI SOFIATURROHMAH,S1 Farmasi | Reguler,P,Jauh,SMK MUHAMMADIYAH 3 METRO,2020,23,Tidak,Ikut,3.22,Wiraswasta,Sedang,2,Tidak,,,,,,,,,,,
520,FAJRINI FEBNIA PUTRI,S1 Farmasi | Reguler,P,Jauh,SMK MUHAMMADIYAH 3 METRO,2020,23,Tidak,Ikut,3.3,Karyawan Swasta,Tinggi,2,Tidak,,,,,,,,,,,
521,ESTI INDAH LESTARI,S1 Farmasi | Reguler,P,Jauh,SMK MUHAMMADIYAH 3 METRO,2020,23,Ikut,Ikut,3.91,Pedagang,Sedang,4,Terima,,,,,,,,,,,
522,AYU PUTRIANA,S1 Farmasi | Reguler,P,Jauh,MAN 1 METRO,2020,23,Tidak,Ikut,3.22,Wiraswasta,Rendah,3,Tidak,,,,,,,,,,,
523,EVA NURAINI,S1 Farmasi | Reguler,P,Dekat,SMK KH.GHALIB PRINGSEWU,2020,23,Tidak,Ikut,3.3,Wiraswasta,Rendah,3,Tidak,,,,,,,,,,,
524,CANTIKA AMALIA,S1 Farmasi | Reguler,P,Dekat,SMA MUHAMMADIYA 01 PRINGSEWU,2020,23,Tidak,Ikut,3.22,Wiraswasta,Tinggi,3,Tidak,,,,,,,,,,,
525,EVI FATMIASIH,S1 Farmasi | Reguler,P,Dekat,SMA NEGERI 1 ADILUWIH,2020,23,Tidak,Ikut,3.3,PNS,Tinggi,2,Tidak,,,,,,,,,,,
526,DEVI SEPTIANI,S1 Farmasi | Reguler,P,Jauh,SMA N 1 WAY BUNGUR,2020,23,Tidak,Ikut,3.22,Wiraswasta,Sedang,2,Tidak,,,,,,,,,,,
527,BELLA AZHARA,S1 Farmasi | Reguler,P,Jauh,MAN 3 PALEMBANG,2020,23,Tidak,Ikut,3.65,Wiraswasta,Sedang,4,Tidak,,,,,,,,,,,
528,PUTRI JAYANTI,S1 Farmasi | Reguler,P,Dekat,SMAN 1 TUMUJAJAR,2020,23,Tidak,Ikut,3.39,Petani,Rendah,2,Tidak,,,,,,,,,,,
529,WINA LESTARI,S1 Farmasi | Reguler,P,Jauh,SMK NEGERI 2 METRO,2020,23,Tidak,Ikut,3.74,Wirausaha,Tinggi,1,Tidak,,,,,,,,,,,
530,PUTRI FATIMAH ZUHRO,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMK AL QOLAM KOTA AGUNG,2020,23,Tidak,Ikut,3.3,Sudah Meninggal,Tinggi,2,Tidak,,,,,,,,,,,
531,ANDELIA NOVIKA SARI,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMAN 15 BANDAR LAMPUNG,2020,23,Tidak,Ikut,3.04,Pensiunan,Sedang,2,Tidak,,,,,,,,,,,
532,TIAR MARISA,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMAN 01 PARDASUKA,2020,23,Tidak,Ikut,2.93,Sudah Meninggal,Sedang,2,Tidak,,,,,,,,,,,
533,KHONITA NURHAYATI,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMA N 01 AIR NANINGAN,2020,23,Tidak,Ikut,3.75,Petani,Rendah,3,Terima,,,,,,,,,,,
534,YURSILA AMARA,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMAN 1 SUKOHARJO,2020,23,Tidak,Ikut,3.83,Wiraswasta,Sedang,3,Terima,,,,,,,,,,,
535,WINDA ENGGRANINGTIAS,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMK MUHAMMADIYAH 3 METRO,2020,23,Tidak,Ikut,3.13,Petani,Tinggi,2,Tidak,,,,,,,,,,,
536,NUR AMSIAH,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMK MUHAMMADIYAH 3 METRO,2020,23,Tidak,Ikut,3.33,Wiraswasta,Sedang,2,Tidak,,,,,,,,,,,
537,SEPTI MUTIARA,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMK MUHAMMADIYAH 3 METRO,2020,23,Tidak,Ikut,3.22,Wiraswasta,Tinggi,2,Tidak,,,,,,,,,,,
538,YESI INDRIYANI,S1 Ilmu Komunikasi | Reguler,P,Jauh,MAN 1 METRO,2020,23,Tidak,Ikut,3.57,PNS,Tinggi,2,Tidak,,,,,,,,,,,
539,YULI ISWATI,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMK KH.GHALIB PRINGSEWU,2020,23,Tidak,Ikut,3.3,Pensiunan,Sedang,2,Tidak,,,,,,,,,,,
540,NURUL SALMA HIDAYAT,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMA MUHAMMADIYA 01 PRINGSEWU,2020,23,Ikut,Ikut,2.9,Petani,Sedang,2,Tidak,,,,,,,,,,,
541,MEIKE DEVI TAMARA,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMA NEGERI 1 ADILUWIH,2020,23,Tidak,Ikut,3.22,Wiraswasta,Tinggi,2,Tidak,,,,,,,,,,,
542,PUTRI WULAN SYADELLA,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMA N 1 TERBANGGI BESAR,2020,23,Ikut,Ikut,3.22,Karyawan Swasta,Tinggi,2,Tidak,,,,,,,,,,,
544,Rafe Pree,S1 Ilmu Komunikasi | Reguler,L,Dekat,SMA N 1 ULU BELU,2020,21,Ikut,Ikut,3.4,Sales Associate,Sedang,1,Tidak,,,,,,,,,,,
545,Giraldo Ferrick,S1 Ilmu Komunikasi | Reguler,P,Jauh,Bekasi SMK Yatindo Bekasi,2018,20,Ikut,Tidak,3.14,Assistant Media Planner,Rendah,1,Tidak,,,,,,,,,,,
546,Norah Fairlaw,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMAN 1 TALANGPADANG,2020,20,Tidak,Tidak,3.12,Nurse Practicioner,Rendah,1,Terima,,,,,,,,,,,
547,Cesare Baysting,S1 Ilmu Komunikasi | Reguler,P,Dekat,MAN 1 PRINGSEWU,2020,20,Ikut,Tidak,3.42,Structural Analysis Engineer,Tinggi,2,Terima,,,,,,,,,,,
548,Dillie Rapper,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMA Negeri 88 Bandung,2020,20,Tidak,Ikut,3.15,Food Chemist,Rendah,5,Tidak,,,,,,,,,,,
549,Theodor Brabon,S1 Ilmu Komunikasi | Reguler,P,Dekat,MAN 3 PALEMBANG,2019,21,Tidak,Ikut,3.4,VP Sales,Sedang,3,Tidak,,,,,,,,,,,
550,Jarid Burril,S1 Ilmu Komunikasi | Reguler,L,Dekat,SMK Negeri 13 Bantargebang,2018,20,Ikut,Ikut,3.15,General Manager,Tinggi,1,Tidak,,,,,,,,,,,
551,Lucais Hun,S1 Ilmu Komunikasi | Reguler,L,Dekat,Bekasi SMK Yatindo Bekasi,2018,21,Tidak,Tidak,3.5,Environmental Specialist,Sedang,4,Terima,,,,,,,,,,,
552,Michael Kemmish,S1 Ilmu Komunikasi | Reguler,L,Jauh,SMA Negeri 7 Jakarta,2018,20,Tidak,Ikut,3.33,Nurse Practicioner,Tinggi,4,Terima,,,,,,,,,,,
553,Philip Ferencowicz,S1 Ilmu Komunikasi | Reguler,L,Dekat,SMK Teratai Putih Bekasi,2020,20,Ikut,Ikut,3.19,Web Developer IV,Sedang,4,Tidak,,,,,,,,,,,
554,Giralda Ownsworth,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMA XAVERIUS PRINGSEWU,2019,20,Ikut,Tidak,3.68,Civil Engineer,Rendah,2,Tidak,,,,,,,,,,,
555,Xenia Orwin,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMA Negeri 372 Jakarta,2020,21,Ikut,Ikut,3.39,Civil Engineer,Rendah,1,Tidak,,,,,,,,,,,
556,Obediah Proppers,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMA N 1 BANDAR MATARAM,2019,20,Ikut,Tidak,3.42,GIS Technical Architect,Rendah,3,Terima,,,,,,,,,,,
557,Quinn Redmile,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMA N 1 BANDAR MATARAM,2020,18,Ikut,Ikut,3.4,Social Worker,Sedang,5,Terima,,,,,,,,,,,
558,Dale Fossey,S1 Ilmu Komunikasi | Reguler,P,Dekat,Bekasi SMK Yatindo Bekasi,2019,20,Tidak,Ikut,3.85,VP Product Management,Rendah,4,Tidak,,,,,,,,,,,
559,Ivor Shillitoe,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMA N 1 BANDAR MATARAM,2020,20,Ikut,Tidak,3.5,Quality Engineer,Sedang,3,Tidak,,,,,,,,,,,
560,Alistair Bulstrode,S1 Ilmu Komunikasi | Reguler,P,Jauh,MAN 3 PALEMBANG,2019,18,Ikut,Ikut,3.76,Legal Assistant,Rendah,3,Terima,,,,,,,,,,,
561,Gannon Jannex,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMA N 1 PARDASUKA,2019,18,Tidak,Tidak,3.33,Executive Secretary,Tinggi,5,Tidak,,,,,,,,,,,
562,Judi Heustace,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMK Negeri 13 Bantargebang,2020,20,Ikut,Ikut,3.14,Staff Accountant II,Rendah,3,Tidak,,,,,,,,,,,
563,Kylen Pagden,S1 Ilmu Komunikasi | Reguler,P,Dekat,Bekasi SMK Yatindo Bekasi,2019,20,Tidak,Ikut,3.5,Legal Assistant,Sedang,5,Tidak,,,,,,,,,,,
564,Devora Turford,S1 Ilmu Komunikasi | Reguler,P,Dekat,Bekasi SMK Yatindo Bekasi,2020,18,Tidak,Ikut,3.68,Speech Pathologist,Rendah,3,Tidak,,,,,,,,,,,
565,Editha Gaskal,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMK Negeri 3 Bekasi,2019,21,Ikut,Ikut,3,Technical Writer,Sedang,2,Terima,,,,,,,,,,,
566,Clemmy Worthing,S1 Ilmu Komunikasi | Reguler,L,Dekat,SMA Negeri 9 Bekasi,2018,20,Tidak,Tidak,3.33,Teacher,Sedang,4,Tidak,,,,,,,,,,,
567,Frannie McCorkell,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMA Negeri 7 Jakarta,2020,20,Tidak,Tidak,3.19,General Manager,Rendah,1,Tidak,,,,,,,,,,,
568,Gertrud Elener,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMK Teratai Putih Bekasi,2018,18,Ikut,Tidak,3,Recruiting Manager,Sedang,3,Tidak,,,,,,,,,,,
569,Ulrich Rackstraw,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMA Negeri 36 Malang,2018,20,Ikut,Ikut,3.11,Executive Secretary,Tinggi,4,Tidak,,,,,,,,,,,
570,Markos Santen,S1 Ilmu Komunikasi | Reguler,L,Jauh,SMK Teratai Putih Bekasi,2019,21,Ikut,Ikut,3.18,Cost Accountant,Tinggi,4,Tidak,,,,,,,,,,,
571,Joycelin Jeaves,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMAN 15 BANDAR LAMPUNG,2020,21,Tidak,Tidak,3.5,Structural Analysis Engineer,Sedang,5,Terima,,,,,,,,,,,
572,Fanchette Bonefant,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMAN 1 SUKOHARJO,2018,21,Tidak,Ikut,3.4,Pharmacist,Rendah,4,Tidak,,,,,,,,,,,
573,Liliane Kondrachenko,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMK Yapin,2019,18,Ikut,Tidak,3.19,Physical Therapy Assistant,Tinggi,1,Terima,,,,,,,,,,,
574,Ranice Guitt,S1 Ilmu Komunikasi | Reguler,P,Dekat,Bekasi SMK Yatindo Bekasi,2018,21,Tidak,Ikut,3.14,Information Systems Manager,Tinggi,5,Tidak,,,,,,,,,,,
575,Lacee Bartaletti,S1 Ilmu Komunikasi | Reguler,P,Dekat,Bekasi SMK Yatindo Bekasi,2019,18,Ikut,Tidak,3.68,Actuary,Rendah,2,Tidak,,,,,,,,,,,
576,Sherm Toffolini,S1 Ilmu Komunikasi | Reguler,L,Dekat,Bekasi SMK Yatindo Bekasi,2019,20,Tidak,Ikut,3.12,Internal Auditor,Tinggi,3,Tidak,,,,,,,,,,,
577,Vaughn Lampens,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMK SMTI BANDAR LAMPUNG,2018,20,Ikut,Tidak,3.76,Assistant Professor,Tinggi,3,Tidak,,,,,,,,,,,
578,Natty Harrowsmith,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMK Negeri 13 Bantargebang,2019,21,Ikut,Ikut,3.1,Account Executive,Rendah,2,Tidak,,,,,,,,,,,
579,Jethro Northbridge,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMAN 1 SUKOHARJO,2020,20,Tidak,Ikut,3.12,Food Chemist,Tinggi,3,Tidak,,,,,,,,,,,
580,Sasha Buswell,S1 Ilmu Komunikasi | Reguler,L,Dekat,SMK Yapin,2018,20,Tidak,Tidak,3.17,Geologist IV,Rendah,4,Terima,,,,,,,,,,,
581,Charmion MacDearmid,S1 Ilmu Komunikasi | Reguler,L,Jauh,SMK SMTI BANDAR LAMPUNG,2018,18,Ikut,Ikut,3.19,Accountant II,Tinggi,2,Tidak,,,,,,,,,,,
582,Shermy Ragborne,S1 Ilmu Komunikasi | Reguler,L,Dekat,SMA Negeri 9 Bekasi,2018,18,Ikut,Ikut,3.17,Food Chemist,Rendah,4,Terima,,,,,,,,,,,
583,Clarie Dufton,S1 Ilmu Komunikasi | Reguler,P,Dekat,MAN 1 PRINGSEWU,2018,18,Tidak,Tidak,3.68,Editor,Tinggi,2,Tidak,,,,,,,,,,,
584,Llewellyn Brolly,S1 Ilmu Komunikasi | Reguler,P,Jauh,MAN 3 PALEMBANG,2019,21,Ikut,Ikut,3.33,Safety Technician III,Tinggi,2,Tidak,,,,,,,,,,,
585,Mathilda Broscombe,S1 Ilmu Komunikasi | Reguler,L,Jauh,MAN 3 PALEMBANG,2018,20,Tidak,Tidak,3.1,Health Coach III,Sedang,3,Tidak,,,,,,,,,,,
586,Nikki Wessell,S1 Ilmu Komunikasi | Reguler,L,Jauh,SMK NEGERI 2 METRO,2019,20,Tidak,Tidak,3.11,Research Assistant III,Sedang,2,Tidak,,,,,,,,,,,
587,Gillie Kernley,S1 Ilmu Komunikasi | Reguler,L,Jauh,SMAN 1 KOTAAGUNG,2020,18,Tidak,Ikut,3.85,Data Coordinator,Sedang,2,Tidak,,,,,,,,,,,
588,Brittani Ivanchenkov,S1 Ilmu Komunikasi | Reguler,P,Dekat,Bekasi SMK Yatindo Bekasi,2019,20,Tidak,Tidak,3.18,Project Manager,Rendah,1,Tidak,,,,,,,,,,,
589,Susanetta Harewood,S1 Ilmu Komunikasi | Reguler,L,Dekat,SMAN 1 SUKOHARJO,2018,21,Ikut,Ikut,3.57,Community Outreach Specialist,Rendah,2,Tidak,,,,,,,,,,,
590,Devonna Briand,S1 Ilmu Komunikasi | Reguler,L,Jauh,SMA Negeri 36 Malang,2020,21,Tidak,Ikut,3.57,Nurse Practicioner,Sedang,4,Tidak,,,,,,,,,,,
591,Karia Bosma,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMA Negeri 9 Bekasi,2020,21,Ikut,Ikut,3.33,Senior Developer,Rendah,4,Terima,,,,,,,,,,,
592,Chet Bristowe,S1 Ilmu Komunikasi | Reguler,L,Jauh,SMAN 1 BANYUMAS,2020,21,Tidak,Ikut,3.41,Assistant Media Planner,Sedang,3,Terima,,,,,,,,,,,
593,Stearn Brislen,S1 Ilmu Komunikasi | Reguler,L,Jauh,Bekasi SMK Yatindo Bekasi,2019,21,Tidak,Tidak,3.18,VP Sales,Tinggi,5,Terima,,,,,,,,,,,
594,Bev Goodby,S1 Ilmu Komunikasi | Reguler,L,Dekat,SMK Negeri 13 Bantargebang,2018,20,Tidak,Ikut,3.33,Marketing Assistant,Sedang,2,Tidak,,,,,,,,,,,
595,Maribel McWilliam,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMA N 1 BANDAR MATARAM,2019,18,Tidak,Ikut,3.15,Marketing Manager,Tinggi,1,Tidak,,,,,,,,,,,
596,Yovonnda Troyes,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMA Negeri 36 Malang,2019,20,Ikut,Ikut,3.54,Structural Analysis Engineer,Tinggi,3,Tidak,,,,,,,,,,,
597,Stacey Yarrall,S1 Ilmu Komunikasi | Reguler,L,Dekat,Bekasi SMK Yatindo Bekasi,2018,21,Tidak,Tidak,3.57,Research Nurse,Sedang,2,Terima,,,,,,,,,,,
598,Charin Frazer,S1 Ilmu Komunikasi | Reguler,L,Jauh,SMA Negeri 7 Jakarta,2020,18,Ikut,Ikut,3.41,Assistant Manager,Rendah,5,Terima,,,,,,,,,,,
599,Dillon Quinby,S1 Keperawatan | Reguler,P,Jauh,SMK SMTI BANDAR LAMPUNG,2019,18,Ikut,Ikut,3.33,Marketing Manager,Tinggi,2,Terima,,,,,,,,,,,
600,Pollyanna Doles,S1 Keperawatan | Reguler,P,Jauh,SMAN 1 KOTAAGUNG,2020,21,Ikut,Ikut,3.33,VP Accounting,Sedang,5,Terima,,,,,,,,,,,
601,Derry Battey,S1 Keperawatan | Reguler,P,Jauh,SMAN 1 KOTAAGUNG,2020,21,Ikut,Tidak,3.15,Web Designer IV,Sedang,2,Terima,,,,,,,,,,,
602,Ethyl Josiah,S1 Keperawatan | Reguler,L,Dekat,SMK Yapin,2019,18,Tidak,Tidak,3.68,Software Engineer IV,Sedang,1,Terima,,,,,,,,,,,
603,Kala Quinn,S1 Keperawatan | Reguler,L,Dekat,SMA N 1 PARDASUKA,2018,18,Tidak,Tidak,3.11,Nuclear Power Engineer,Sedang,5,Tidak,,,,,,,,,,,
604,Jocelin Varley,S1 Keperawatan | Reguler,P,Dekat,SMAN 1 KOTAAGUNG,2018,21,Tidak,Tidak,3.39,Web Developer III,Sedang,4,Terima,,,,,,,,,,,
605,Lolly Klimashevich,S1 Keperawatan | Reguler,L,Dekat,SMK Negeri 13 Bantargebang,2019,20,Ikut,Tidak,3.16,Software Consultant,Rendah,3,Tidak,,,,,,,,,,,
606,Shaw Castiglione,S1 Keperawatan | Reguler,P,Jauh,MAN 1 PRINGSEWU,2019,21,Ikut,Ikut,3.54,Financial Advisor,Tinggi,1,Tidak,,,,,,,,,,,
607,Silvana Halksworth,S1 Keperawatan | Reguler,P,Jauh,SMA N 1 BANDAR MATARAM,2018,18,Ikut,Tidak,3.13,Director of Sales,Sedang,2,Terima,,,,,,,,,,,
608,Karon Cavy,S1 Keperawatan | Reguler,L,Jauh,SMAN 1 KOTAAGUNG,2018,18,Tidak,Ikut,3.57,Help Desk Technician,Tinggi,3,Terima,,,,,,,,,,,
609,Maureene Lickorish,S1 Keperawatan | Reguler,L,Jauh,MAN 1 PRINGSEWU,2020,21,Tidak,Ikut,3,Account Representative I,Rendah,5,Tidak,,,,,,,,,,,
610,Lora Prydden,S1 Keperawatan | Reguler,L,Dekat,SMAN 1 BANYUMAS,2018,18,Tidak,Tidak,3.42,Operator,Sedang,4,Tidak,,,,,,,,,,,
611,Daryn Whyte,S1 Keperawatan | Reguler,P,Dekat,SMK SMTI BANDAR LAMPUNG,2019,18,Tidak,Tidak,3.11,Staff Scientist,Sedang,1,Terima,,,,,,,,,,,
612,Farlie Boston,S1 Keperawatan | Reguler,L,Jauh,SMA N 1 BANDAR MATARAM,2019,20,Tidak,Ikut,3.14,Administrative Officer,Tinggi,4,Tidak,,,,,,,,,,,
613,Lita Stode,S1 Keperawatan | Reguler,L,Jauh,SMA N 1 PARDASUKA,2018,21,Ikut,Tidak,3,Nurse Practicioner,Tinggi,4,Terima,,,,,,,,,,,
614,Kev Gaitley,S1 Keperawatan | Reguler,L,Jauh,SMK NEGERI 2 METRO,2020,20,Ikut,Ikut,3.11,Account Executive,Tinggi,2,Terima,,,,,,,,,,,
615,Issy Hek,S1 Keperawatan | Reguler,P,Dekat,SMA N 1 BANDAR MATARAM,2019,20,Tidak,Tidak,3.85,Staff Scientist,Rendah,5,Tidak,,,,,,,,,,,
616,Karita Swanton,S1 Keperawatan | Reguler,L,Jauh,Bekasi SMK Yatindo Bekasi,2020,18,Tidak,Tidak,3.85,Statistician II,Tinggi,2,Terima,,,,,,,,,,,
617,Tybi Rowan,S1 Keperawatan | Reguler,P,Jauh,SMA N 1 BANDAR MATARAM,2018,20,Tidak,Tidak,3.1,Safety Technician IV,Tinggi,4,Terima,,,,,,,,,,,
618,Archaimbaud Pottell,S1 Keperawatan | Reguler,L,Dekat,SMA Negeri 88 Bandung,2020,20,Ikut,Ikut,3.19,Administrative Officer,Tinggi,4,Terima,,,,,,,,,,,
619,Ula Hubbold,S1 Keperawatan | Reguler,P,Jauh,SMK Teratai Putih Bekasi,2018,21,Ikut,Tidak,3.13,Database Administrator I,Tinggi,1,Terima,,,,,,,,,,,
620,Clarisse Mellenby,S1 Keperawatan | Reguler,P,Jauh,SMK NEGERI 2 METRO,2020,21,Tidak,Ikut,3.39,Programmer I,Rendah,4,Tidak,,,,,,,,,,,
621,Kienan Roseveare,S1 Keperawatan | Reguler,P,Jauh,SMK Negeri 3 Bekasi,2018,18,Ikut,Ikut,3.76,Financial Advisor,Tinggi,5,Terima,,,,,,,,,,,
622,Chip Verrier,S1 Keperawatan | Reguler,L,Jauh,SMA Negeri 7 Jakarta,2019,18,Tidak,Ikut,3.12,Librarian,Tinggi,4,Tidak,,,,,,,,,,,
623,Ardine Osband,S1 Keperawatan | Reguler,L,Jauh,SMAN 15 BANDAR LAMPUNG,2019,18,Tidak,Ikut,3.76,Web Designer I,Sedang,4,Terima,,,,,,,,,,,
624,Frederich Meaton,S1 Keperawatan | Reguler,P,Dekat,SMA Negeri 36 Malang,2018,20,Tidak,Tidak,3.57,Internal Auditor,Rendah,2,Terima,,,,,,,,,,,
625,Carleton Heskins,S1 Keperawatan | Reguler,P,Jauh,SMA Negeri 36 Malang,2018,18,Ikut,Ikut,3.18,Human Resources Assistant I,Tinggi,4,Tidak,,,,,,,,,,,
626,Tonia Sponder,S1 Keperawatan | Reguler,L,Dekat,SMA N 1 BANDAR MATARAM,2019,20,Tidak,Ikut,3.41,Engineer III,Sedang,1,Tidak,,,,,,,,,,,
627,Jackqueline Cain,S1 Keperawatan | Reguler,P,Dekat,SMAN 1 TALANGPADANG,2018,18,Tidak,Ikut,3.33,Accountant IV,Rendah,4,Tidak,,,,,,,,,,,
628,Noel Glasman,S1 Keperawatan | Reguler,L,Dekat,SMAN 1 TALANGPADANG,2020,21,Ikut,Tidak,3.14,Research Nurse,Sedang,1,Tidak,,,,,,,,,,,
629,Fields Ripper,S1 Keperawatan | Reguler,L,Jauh,SMAN 1 TALANGPADANG,2019,20,Ikut,Tidak,3.12,Assistant Media Planner,Tinggi,4,Terima,,,,,,,,,,,
630,Kristen Hebbs,S1 Keperawatan | Reguler,P,Dekat,SMK Teratai Putih Bekasi,2020,20,Tidak,Tidak,3.4,Legal Assistant,Sedang,4,Tidak,,,,,,,,,,,
631,Amelia Noli,S1 Keperawatan | Reguler,P,Jauh,SMA XAVERIUS PRINGSEWU,2018,21,Ikut,Ikut,3.12,Staff Accountant I,Tinggi,5,Terima,,,,,,,,,,,
632,Ber Fraczak,S1 Keperawatan | Reguler,L,Dekat,Bekasi SMK Yatindo Bekasi,2020,21,Ikut,Ikut,3.76,VP Marketing,Rendah,5,Terima,,,,,,,,,,,
633,Scarface Popelay,S1 Keperawatan | Reguler,P,Jauh,SMA Negeri 88 Bandung,2018,20,Tidak,Ikut,3.16,Geological Engineer,Tinggi,5,Tidak,,,,,,,,,,,
634,Colleen Habbin,S1 Keperawatan | Reguler,P,Jauh,SMA XAVERIUS PRINGSEWU,2019,18,Tidak,Tidak,3.85,Programmer I,Sedang,2,Tidak,,,,,,,,,,,
635,Cory Sockell,S1 Keperawatan | Reguler,L,Jauh,SMK Teratai Putih Bekasi,2019,18,Ikut,Tidak,3.1,Mechanical Systems Engineer,Rendah,1,Terima,,,,,,,,,,,
636,Norry Juan,S1 Keperawatan | Reguler,P,Jauh,SMK Negeri 3 Bekasi,2020,21,Tidak,Tidak,3.19,Design Engineer,Tinggi,4,Tidak,,,,,,,,,,,
637,Nicola De Santos,S1 Keperawatan | Reguler,L,Dekat,SMAN 1 TALANGPADANG,2019,21,Ikut,Ikut,3.54,Staff Scientist,Rendah,4,Tidak,,,,,,,,,,,
638,Eryn Rennick,S1 Keperawatan | Reguler,L,Dekat,SMAN 1 BANYUMAS,2018,21,Ikut,Tidak,3.17,Tax Accountant,Tinggi,2,Terima,,,,,,,,,,,
639,Deana Dowdell,S1 Keperawatan | Reguler,L,Jauh,SMK YP 96 BUKIT KEMUNING,2019,20,Ikut,Ikut,3.13,Director of Sales,Rendah,4,Terima,,,,,,,,,,,
640,Terrill Speek,S1 Keperawatan | Reguler,P,Dekat,SMA Negeri 36 Malang,2019,18,Tidak,Ikut,3.76,Environmental Tech,Rendah,2,Tidak,,,,,,,,,,,
641,Ellwood Caress,S1 Keperawatan | Reguler,P,Dekat,SMK Negeri 3 Bekasi,2020,20,Tidak,Tidak,3.39,VP Accounting,Rendah,3,Tidak,,,,,,,,,,,
642,Stace Worthington,S1 Keperawatan | Reguler,P,Jauh,SMA N 1 ULU BELU,2018,18,Tidak,Tidak,3.11,Analog Circuit Design manager,Sedang,1,Terima,,,,,,,,,,,
